LLM_1,LLM_2,grader,first_is_chosen,length_diff,llm_pair
LLM A,LLM C,Autograder,1,45.28022015272569,LLM A-LLM C
LLM A,LLM C,Autograder,1,34.349431014653504,LLM A-LLM C
LLM A,LLM C,Autograder,1,59.58503124197474,LLM A-LLM C
LLM A,LLM C,Autograder,1,33.73151686317457,LLM A-LLM C
LLM A,LLM C,Autograder,1,69.84534820034591,LLM A-LLM C
LLM A,LLM C,Autograder,1,-9.999740136227764,LLM A-LLM C
LLM A,LLM C,Autograder,1,113.02935383564002,LLM A-LLM C
LLM A,LLM C,Autograder,0,115.72257655395111,LLM A-LLM C
LLM A,LLM C,Autograder,1,2.8008150955430864,LLM A-LLM C
LLM A,LLM C,Autograder,1,77.50307278566308,LLM A-LLM C
LLM A,LLM C,Autograder,1,53.89415174725453,LLM A-LLM C
LLM A,LLM C,Autograder,1,74.53871334567428,LLM A-LLM C
LLM A,LLM C,Autograder,1,34.43708261577754,LLM A-LLM C
LLM A,LLM C,Autograder,1,141.54234861175075,LLM A-LLM C
LLM A,LLM C,Autograder,1,84.74892063127125,LLM A-LLM C
LLM A,LLM C,Autograder,1,42.37346483583413,LLM A-LLM C
LLM A,LLM C,Autograder,1,54.97825915538835,LLM A-LLM C
LLM A,LLM C,Autograder,1,62.13847035049274,LLM A-LLM C
LLM A,LLM C,Autograder,1,-14.867013530386473,LLM A-LLM C
LLM A,LLM C,Autograder,1,48.67466902133452,LLM A-LLM C
LLM A,LLM C,Autograder,1,85.25300878727367,LLM A-LLM C
LLM A,LLM C,Autograder,1,60.97369399281906,LLM A-LLM C
LLM A,LLM C,Autograder,1,33.82167605069998,LLM A-LLM C
LLM A,LLM C,Autograder,0,10.102773102153016,LLM A-LLM C
LLM A,LLM C,Autograder,1,60.45640431581141,LLM A-LLM C
LLM A,LLM C,Autograder,1,38.69299888929766,LLM A-LLM C
LLM A,LLM C,Autograder,1,65.16040396948026,LLM A-LLM C
LLM A,LLM C,Autograder,1,55.48992810816031,LLM A-LLM C
LLM A,LLM C,Autograder,1,75.42152398913217,LLM A-LLM C
LLM A,LLM C,Autograder,1,47.18303240712782,LLM A-LLM C
LLM A,LLM C,Autograder,1,113.37643331988471,LLM A-LLM C
LLM A,LLM C,Autograder,1,64.51349509826123,LLM A-LLM C
LLM A,LLM C,Autograder,1,43.4685940024347,LLM A-LLM C
LLM A,LLM C,Autograder,1,83.75568712519866,LLM A-LLM C
LLM A,LLM C,Autograder,1,82.85224365723982,LLM A-LLM C
LLM A,LLM C,Autograder,0,40.66037577487881,LLM A-LLM C
LLM A,LLM C,Autograder,1,25.43830437130133,LLM A-LLM C
LLM A,LLM C,Autograder,1,93.78854045030964,LLM A-LLM C
LLM A,LLM C,Autograder,1,44.60712223107594,LLM A-LLM C
LLM A,LLM C,Autograder,1,40.52964855106948,LLM A-LLM C
LLM A,LLM C,Autograder,1,10.589032598831821,LLM A-LLM C
LLM A,LLM C,Autograder,1,58.25113126677066,LLM A-LLM C
LLM A,LLM C,Autograder,1,81.44441852314152,LLM A-LLM C
LLM A,LLM C,Autograder,1,-32.56092444358573,LLM A-LLM C
LLM A,LLM C,Autograder,1,124.61755887152245,LLM A-LLM C
LLM A,LLM C,Autograder,1,86.0378138188255,LLM A-LLM C
LLM A,LLM C,Autograder,1,17.145422605000263,LLM A-LLM C
LLM A,LLM C,Autograder,1,38.68752864226369,LLM A-LLM C
LLM A,LLM C,Autograder,1,59.68135952323129,LLM A-LLM C
LLM A,LLM C,Autograder,1,28.441374554604376,LLM A-LLM C
LLM A,LLM C,Autograder,1,28.46241389945918,LLM A-LLM C
LLM A,LLM C,Autograder,1,44.73716339912763,LLM A-LLM C
LLM A,LLM C,Autograder,1,14.402587413170302,LLM A-LLM C
LLM A,LLM C,Autograder,1,96.73012424993541,LLM A-LLM C
LLM A,LLM C,Autograder,1,10.552574156984264,LLM A-LLM C
LLM A,LLM C,Autograder,1,26.244499667481428,LLM A-LLM C
LLM A,LLM C,Autograder,1,78.70303743379009,LLM A-LLM C
LLM A,LLM C,Autograder,1,76.0850763487328,LLM A-LLM C
LLM A,LLM C,Autograder,1,-40.158630863400305,LLM A-LLM C
LLM A,LLM C,Autograder,0,14.406919002907777,LLM A-LLM C
LLM A,LLM C,Autograder,1,75.8554133095768,LLM A-LLM C
LLM A,LLM C,Autograder,1,107.71271258105345,LLM A-LLM C
LLM A,LLM C,Autograder,1,-2.635556119064475,LLM A-LLM C
LLM A,LLM C,Autograder,1,99.43710827652649,LLM A-LLM C
LLM A,LLM C,Autograder,1,101.8373386679548,LLM A-LLM C
LLM A,LLM C,Autograder,1,-21.97928259071176,LLM A-LLM C
LLM A,LLM C,Autograder,1,-2.652774157247215,LLM A-LLM C
LLM A,LLM C,Autograder,1,32.598651201782474,LLM A-LLM C
LLM A,LLM C,Autograder,1,72.98320343914635,LLM A-LLM C
LLM A,LLM C,Autograder,1,133.01417981284374,LLM A-LLM C
LLM A,LLM C,Autograder,1,70.99224615036115,LLM A-LLM C
LLM A,LLM C,Autograder,1,45.405094945133804,LLM A-LLM C
LLM A,LLM C,Autograder,1,62.87119398826516,LLM A-LLM C
LLM A,LLM C,Autograder,1,-4.946327167646018,LLM A-LLM C
LLM A,LLM C,Autograder,1,63.12762567958155,LLM A-LLM C
LLM A,LLM C,Autograder,1,89.90112125395848,LLM A-LLM C
LLM A,LLM C,Autograder,1,81.8016301008729,LLM A-LLM C
LLM A,LLM C,Autograder,1,94.21866939403179,LLM A-LLM C
LLM A,LLM C,Autograder,1,21.21498452600749,LLM A-LLM C
LLM A,LLM C,Autograder,1,-31.878717131406674,LLM A-LLM C
LLM A,LLM C,Autograder,1,57.68450203621924,LLM A-LLM C
LLM A,LLM C,Autograder,1,34.760847077659804,LLM A-LLM C
LLM A,LLM C,Autograder,1,65.52919024626573,LLM A-LLM C
LLM A,LLM C,Autograder,1,83.88824145435377,LLM A-LLM C
LLM A,LLM C,Autograder,1,31.762780494117308,LLM A-LLM C
LLM A,LLM C,Autograder,0,11.662926993360031,LLM A-LLM C
LLM A,LLM C,Autograder,1,50.5179098142792,LLM A-LLM C
LLM A,LLM C,Autograder,1,-14.511395665792762,LLM A-LLM C
LLM A,LLM C,Autograder,0,26.190633986790665,LLM A-LLM C
LLM A,LLM C,Autograder,1,115.5716838790215,LLM A-LLM C
LLM A,LLM C,Autograder,1,27.814832884026167,LLM A-LLM C
LLM A,LLM C,Autograder,1,110.67676360774159,LLM A-LLM C
LLM A,LLM C,Autograder,1,88.09988473317122,LLM A-LLM C
LLM A,LLM C,Autograder,1,-30.995607795994545,LLM A-LLM C
LLM A,LLM C,Autograder,1,16.25217846842017,LLM A-LLM C
LLM A,LLM C,Autograder,1,62.40574027591646,LLM A-LLM C
LLM A,LLM C,Autograder,1,81.91018904614015,LLM A-LLM C
LLM A,LLM C,Autograder,1,1.882102125542346,LLM A-LLM C
LLM A,LLM C,Autograder,1,1.6031894006515728,LLM A-LLM C
LLM A,LLM C,Autograder,1,43.640018827943216,LLM A-LLM C
LLM A,LLM C,Autograder,1,58.84573315485098,LLM A-LLM C
LLM A,LLM C,Autograder,1,55.57217624919307,LLM A-LLM C
LLM A,LLM C,Autograder,1,-38.57523038962265,LLM A-LLM C
LLM A,LLM C,Autograder,1,113.40913910868849,LLM A-LLM C
LLM A,LLM C,Autograder,1,36.972957397717295,LLM A-LLM C
LLM A,LLM C,Autograder,0,49.46967087140114,LLM A-LLM C
LLM A,LLM C,Autograder,1,68.31016166680516,LLM A-LLM C
LLM A,LLM C,Autograder,1,116.9551099901819,LLM A-LLM C
LLM B,LLM C,Human,0,-22.176309180991026,LLM B-LLM C
LLM B,LLM C,Human,1,-15.365728872827738,LLM B-LLM C
LLM B,LLM C,Human,1,-59.33746891091313,LLM B-LLM C
LLM B,LLM C,Human,0,-66.43367220440236,LLM B-LLM C
LLM B,LLM C,Human,1,-25.145591149178607,LLM B-LLM C
LLM B,LLM C,Human,1,7.493984258074235,LLM B-LLM C
LLM B,LLM C,Human,1,-26.004907334465535,LLM B-LLM C
LLM B,LLM C,Human,1,-49.77649148488065,LLM B-LLM C
LLM B,LLM C,Human,0,-21.337899131213533,LLM B-LLM C
LLM B,LLM C,Human,1,-59.294717914858595,LLM B-LLM C
LLM B,LLM C,Human,1,-72.58891030047528,LLM B-LLM C
LLM B,LLM C,Human,0,-48.476511810412106,LLM B-LLM C
LLM B,LLM C,Human,1,-76.7063651491812,LLM B-LLM C
LLM B,LLM C,Human,0,-58.72911049283935,LLM B-LLM C
LLM B,LLM C,Human,1,-48.09057161324547,LLM B-LLM C
LLM B,LLM C,Human,1,-68.72985776952186,LLM B-LLM C
LLM B,LLM C,Human,0,-89.07308629167882,LLM B-LLM C
LLM B,LLM C,Human,0,-70.1670411271863,LLM B-LLM C
LLM B,LLM C,Human,0,-65.35812974440896,LLM B-LLM C
LLM B,LLM C,Human,1,-52.48051042722523,LLM B-LLM C
LLM B,LLM C,Human,0,-72.54741038235046,LLM B-LLM C
LLM B,LLM C,Human,0,-13.758473283281361,LLM B-LLM C
LLM B,LLM C,Human,0,-7.282490552087694,LLM B-LLM C
LLM B,LLM C,Human,1,-62.71566815606339,LLM B-LLM C
LLM B,LLM C,Human,0,-52.20625806779211,LLM B-LLM C
LLM B,LLM C,Human,0,-97.62191553918322,LLM B-LLM C
LLM B,LLM C,Human,0,-67.07390297365842,LLM B-LLM C
LLM B,LLM C,Human,0,-43.83610485212259,LLM B-LLM C
LLM B,LLM C,Human,0,-13.063422538015203,LLM B-LLM C
LLM B,LLM C,Human,1,50.18505088066327,LLM B-LLM C
LLM B,LLM C,Human,0,16.0648928514117,LLM B-LLM C
LLM B,LLM C,Human,1,-64.75656422004025,LLM B-LLM C
LLM B,LLM C,Human,0,-61.302727319263056,LLM B-LLM C
LLM B,LLM C,Human,1,-64.38894540099787,LLM B-LLM C
LLM B,LLM C,Human,0,-56.51104304534566,LLM B-LLM C
LLM B,LLM C,Human,0,-104.02994794374166,LLM B-LLM C
LLM B,LLM C,Human,0,-40.34902842888762,LLM B-LLM C
LLM B,LLM C,Human,1,-58.937745069425496,LLM B-LLM C
LLM B,LLM C,Human,1,34.0976340936661,LLM B-LLM C
LLM B,LLM C,Human,0,-129.6483641488257,LLM B-LLM C
LLM B,LLM C,Human,0,-79.66957927745527,LLM B-LLM C
LLM B,LLM C,Human,0,-56.82056806347594,LLM B-LLM C
LLM B,LLM C,Human,1,-39.00314226509435,LLM B-LLM C
LLM B,LLM C,Human,1,4.623032749446395,LLM B-LLM C
LLM B,LLM C,Human,0,-74.68592157222697,LLM B-LLM C
LLM B,LLM C,Human,1,-62.9275839715212,LLM B-LLM C
LLM B,LLM C,Human,1,-101.94866027905451,LLM B-LLM C
LLM B,LLM C,Human,1,-26.7535616534542,LLM B-LLM C
LLM B,LLM C,Human,0,-65.68143421150367,LLM B-LLM C
LLM B,LLM C,Human,1,-86.71493187084826,LLM B-LLM C
LLM B,LLM C,Human,1,48.96963400034966,LLM B-LLM C
LLM B,LLM C,Human,1,-120.37704258730832,LLM B-LLM C
LLM B,LLM C,Human,1,-29.609126999296404,LLM B-LLM C
LLM B,LLM C,Human,1,-46.74691673303757,LLM B-LLM C
LLM B,LLM C,Human,1,-105.74440150687127,LLM B-LLM C
LLM B,LLM C,Human,0,-56.7363394219671,LLM B-LLM C
LLM B,LLM C,Human,0,29.40594818928423,LLM B-LLM C
LLM B,LLM C,Human,0,-57.45401251870884,LLM B-LLM C
LLM B,LLM C,Human,0,-49.65409065352435,LLM B-LLM C
LLM B,LLM C,Human,0,-61.056061208965815,LLM B-LLM C
LLM B,LLM C,Human,1,9.269984055096351,LLM B-LLM C
LLM B,LLM C,Human,1,-73.27381951408924,LLM B-LLM C
LLM B,LLM C,Human,0,-51.77778844983143,LLM B-LLM C
LLM B,LLM C,Human,0,-60.35642232370584,LLM B-LLM C
LLM B,LLM C,Human,1,-83.99376149979815,LLM B-LLM C
LLM B,LLM C,Human,0,-89.7599492675299,LLM B-LLM C
LLM B,LLM C,Human,0,-46.766188589153174,LLM B-LLM C
LLM B,LLM C,Human,1,-89.76647854235992,LLM B-LLM C
LLM B,LLM C,Human,0,-13.538852034238303,LLM B-LLM C
LLM B,LLM C,Human,1,0.08376001744731809,LLM B-LLM C
LLM B,LLM C,Human,1,-28.71381758907621,LLM B-LLM C
LLM B,LLM C,Human,1,-39.82337283686689,LLM B-LLM C
LLM B,LLM C,Human,0,0.5607950119023286,LLM B-LLM C
LLM B,LLM C,Human,1,-26.62491721803859,LLM B-LLM C
LLM B,LLM C,Human,0,-4.887554043219787,LLM B-LLM C
LLM B,LLM C,Human,0,-88.02253722489752,LLM B-LLM C
LLM B,LLM C,Human,0,-25.226090690471267,LLM B-LLM C
LLM B,LLM C,Human,1,-34.933991540657985,LLM B-LLM C
LLM B,LLM C,Human,0,16.632300471122335,LLM B-LLM C
LLM B,LLM C,Human,0,-69.44679829099,LLM B-LLM C
LLM B,LLM C,Human,1,-74.07534496469728,LLM B-LLM C
LLM B,LLM C,Human,1,-41.1650410224388,LLM B-LLM C
LLM B,LLM C,Human,1,-88.91676411065842,LLM B-LLM C
LLM B,LLM C,Human,0,11.937859037123502,LLM B-LLM C
LLM B,LLM C,Human,1,-56.82026545551291,LLM B-LLM C
LLM B,LLM C,Human,1,-45.21021790072242,LLM B-LLM C
LLM B,LLM C,Human,1,-40.61067599654275,LLM B-LLM C
LLM B,LLM C,Human,1,-31.663923169624006,LLM B-LLM C
LLM B,LLM C,Human,0,-33.64785355486694,LLM B-LLM C
LLM B,LLM C,Human,0,-41.77406673191008,LLM B-LLM C
LLM B,LLM C,Human,0,-47.60378369551381,LLM B-LLM C
LLM B,LLM C,Human,0,-96.26179593163411,LLM B-LLM C
LLM B,LLM C,Human,0,-34.22033989589163,LLM B-LLM C
LLM B,LLM C,Human,1,-95.07065106585259,LLM B-LLM C
LLM B,LLM C,Human,0,-116.14515814119645,LLM B-LLM C
LLM B,LLM C,Human,1,-32.86796201058294,LLM B-LLM C
LLM B,LLM C,Human,1,7.427110960004001,LLM B-LLM C
LLM B,LLM C,Human,0,-15.259275743762643,LLM B-LLM C
LLM B,LLM C,Human,1,-95.00814199233352,LLM B-LLM C
LLM B,LLM C,Human,0,-52.50092347279281,LLM B-LLM C
LLM B,LLM C,Autograder,0,-27.503117195953322,LLM B-LLM C
LLM B,LLM C,Autograder,1,-27.892525136836742,LLM B-LLM C
LLM B,LLM C,Autograder,1,-2.6400878693260523,LLM B-LLM C
LLM B,LLM C,Autograder,0,-110.63866564249722,LLM B-LLM C
LLM B,LLM C,Autograder,0,-22.996479193095357,LLM B-LLM C
LLM B,LLM C,Autograder,0,-17.836624177988725,LLM B-LLM C
LLM B,LLM C,Autograder,0,-94.1106309644239,LLM B-LLM C
LLM B,LLM C,Autograder,1,-86.8079318953152,LLM B-LLM C
LLM B,LLM C,Autograder,0,-80.48104061917442,LLM B-LLM C
LLM B,LLM C,Autograder,0,0.6752327016428552,LLM B-LLM C
LLM B,LLM C,Autograder,0,-43.87858165685026,LLM B-LLM C
LLM B,LLM C,Autograder,1,14.167339466501417,LLM B-LLM C
LLM B,LLM C,Autograder,0,-24.782246171899946,LLM B-LLM C
LLM B,LLM C,Autograder,0,-30.093836880601316,LLM B-LLM C
LLM B,LLM C,Autograder,1,-77.3386201957141,LLM B-LLM C
LLM B,LLM C,Autograder,1,-27.329544173054934,LLM B-LLM C
LLM B,LLM C,Autograder,0,-77.4472352246234,LLM B-LLM C
LLM B,LLM C,Autograder,0,-98.07397699831951,LLM B-LLM C
LLM B,LLM C,Autograder,0,-26.43832618932896,LLM B-LLM C
LLM B,LLM C,Autograder,1,-23.101570753443216,LLM B-LLM C
LLM B,LLM C,Autograder,1,-43.909797922855866,LLM B-LLM C
LLM B,LLM C,Autograder,0,-5.178417419963608,LLM B-LLM C
LLM B,LLM C,Autograder,0,-46.28769905655803,LLM B-LLM C
LLM B,LLM C,Autograder,0,-55.58769001646031,LLM B-LLM C
LLM B,LLM C,Autograder,0,-64.01052294632669,LLM B-LLM C
LLM B,LLM C,Autograder,0,-44.103565518825064,LLM B-LLM C
LLM B,LLM C,Autograder,0,-23.870632141678634,LLM B-LLM C
LLM B,LLM C,Autograder,0,-27.01360736611416,LLM B-LLM C
LLM B,LLM C,Autograder,1,-30.199842540048625,LLM B-LLM C
LLM B,LLM C,Autograder,0,-10.214725108883933,LLM B-LLM C
LLM B,LLM C,Autograder,0,25.62240416295768,LLM B-LLM C
LLM B,LLM C,Autograder,0,-62.75246500839704,LLM B-LLM C
LLM B,LLM C,Autograder,0,-55.15350969104003,LLM B-LLM C
LLM B,LLM C,Autograder,0,-94.1104118070198,LLM B-LLM C
LLM B,LLM C,Autograder,0,-78.54000348052534,LLM B-LLM C
LLM B,LLM C,Autograder,0,-136.51641883488978,LLM B-LLM C
LLM B,LLM C,Autograder,0,-68.1422368337297,LLM B-LLM C
LLM B,LLM C,Autograder,0,-67.48030848744217,LLM B-LLM C
LLM B,LLM C,Autograder,0,-53.197256768189476,LLM B-LLM C
LLM B,LLM C,Autograder,0,-4.30291322979982,LLM B-LLM C
LLM B,LLM C,Autograder,0,-115.6858535528959,LLM B-LLM C
LLM B,LLM C,Autograder,0,-80.74069938187586,LLM B-LLM C
LLM B,LLM C,Autograder,1,-59.99723528592051,LLM B-LLM C
LLM B,LLM C,Autograder,0,-14.631171626103665,LLM B-LLM C
LLM B,LLM C,Autograder,0,-2.3263644371257257,LLM B-LLM C
LLM B,LLM C,Autograder,0,-34.757226956600064,LLM B-LLM C
LLM B,LLM C,Autograder,0,-82.29376259994504,LLM B-LLM C
LLM B,LLM C,Autograder,0,-112.94208531647104,LLM B-LLM C
LLM B,LLM C,Autograder,0,-12.723383888349538,LLM B-LLM C
LLM B,LLM C,Autograder,0,-23.735667846589116,LLM B-LLM C
LLM B,LLM C,Autograder,0,-43.18145756152111,LLM B-LLM C
LLM B,LLM C,Autograder,0,-30.322209587394248,LLM B-LLM C
LLM B,LLM C,Autograder,1,-73.89435056648448,LLM B-LLM C
LLM B,LLM C,Autograder,0,-64.30462085194377,LLM B-LLM C
LLM B,LLM C,Autograder,0,-99.21375855431779,LLM B-LLM C
LLM B,LLM C,Autograder,0,43.29665242849384,LLM B-LLM C
LLM B,LLM C,Autograder,0,-61.4544972993256,LLM B-LLM C
LLM B,LLM C,Autograder,0,-75.77876211555366,LLM B-LLM C
LLM B,LLM C,Autograder,1,-5.141822586365727,LLM B-LLM C
LLM B,LLM C,Autograder,0,15.090001430227389,LLM B-LLM C
LLM B,LLM C,Autograder,1,-7.250632590740587,LLM B-LLM C
LLM B,LLM C,Autograder,0,36.73708017222077,LLM B-LLM C
LLM B,LLM C,Autograder,1,-78.33493737798338,LLM B-LLM C
LLM B,LLM C,Autograder,1,-42.30504824888928,LLM B-LLM C
LLM B,LLM C,Autograder,0,-51.36622468442643,LLM B-LLM C
LLM B,LLM C,Autograder,0,-84.18609251246684,LLM B-LLM C
LLM B,LLM C,Autograder,0,-43.781698113851924,LLM B-LLM C
LLM B,LLM C,Autograder,1,59.028149094761375,LLM B-LLM C
LLM B,LLM C,Autograder,0,-44.62640304959824,LLM B-LLM C
LLM B,LLM C,Autograder,0,-86.58014318317322,LLM B-LLM C
LLM B,LLM C,Autograder,1,37.83153255546024,LLM B-LLM C
LLM B,LLM C,Autograder,0,-59.436894148369156,LLM B-LLM C
LLM B,LLM C,Autograder,0,-76.8811453204447,LLM B-LLM C
LLM B,LLM C,Autograder,0,-23.815185172922014,LLM B-LLM C
LLM B,LLM C,Autograder,0,-86.71433796888587,LLM B-LLM C
LLM B,LLM C,Autograder,0,-105.16798448780466,LLM B-LLM C
LLM B,LLM C,Autograder,0,-93.99932704176146,LLM B-LLM C
LLM B,LLM C,Autograder,1,-15.284875068630434,LLM B-LLM C
LLM B,LLM C,Autograder,0,-13.816913957946454,LLM B-LLM C
LLM B,LLM C,Autograder,0,-96.78253904237931,LLM B-LLM C
LLM B,LLM C,Autograder,0,-41.93054882175603,LLM B-LLM C
LLM B,LLM C,Autograder,0,-11.937204265601032,LLM B-LLM C
LLM B,LLM C,Autograder,1,-22.05413822756487,LLM B-LLM C
LLM B,LLM C,Autograder,1,-12.897961606743472,LLM B-LLM C
LLM B,LLM C,Autograder,0,-22.413839297865977,LLM B-LLM C
LLM B,LLM C,Autograder,0,-38.52761216247148,LLM B-LLM C
LLM B,LLM C,Autograder,1,-27.021698102769772,LLM B-LLM C
LLM B,LLM C,Autograder,0,-30.58779608356868,LLM B-LLM C
LLM B,LLM C,Autograder,0,-53.50129164139703,LLM B-LLM C
LLM B,LLM C,Autograder,0,-40.52324565627841,LLM B-LLM C
LLM B,LLM C,Autograder,0,-75.07365031851188,LLM B-LLM C
LLM B,LLM C,Autograder,0,-74.03624030562074,LLM B-LLM C
LLM B,LLM C,Autograder,0,-74.21261701416005,LLM B-LLM C
LLM B,LLM C,Autograder,1,-39.54312926541409,LLM B-LLM C
LLM B,LLM C,Autograder,0,-109.49935288050207,LLM B-LLM C
LLM B,LLM C,Autograder,1,6.975868978982014,LLM B-LLM C
LLM B,LLM C,Autograder,0,-47.86829863389356,LLM B-LLM C
LLM B,LLM C,Autograder,0,-67.48160599160845,LLM B-LLM C
LLM B,LLM C,Autograder,0,-24.22666371012243,LLM B-LLM C
LLM B,LLM C,Autograder,0,-75.22094961017814,LLM B-LLM C
LLM B,LLM C,Autograder,0,-111.90895741039478,LLM B-LLM C
LLM B,LLM C,Autograder,0,-70.06719362055333,LLM B-LLM C
LLM B,LLM C,Autograder,1,2.1729063316573516,LLM B-LLM C
LLM B,LLM C,Autograder,1,-83.40070504549311,LLM B-LLM C
LLM B,LLM C,Autograder,0,-29.795989708237443,LLM B-LLM C
LLM B,LLM C,Autograder,0,-98.61052665675516,LLM B-LLM C
LLM B,LLM C,Autograder,0,-14.899846083455998,LLM B-LLM C
LLM B,LLM C,Autograder,1,-93.87567656060796,LLM B-LLM C
LLM B,LLM C,Autograder,0,-126.08012547292633,LLM B-LLM C
LLM B,LLM C,Autograder,1,35.5093006594022,LLM B-LLM C
LLM B,LLM C,Autograder,0,-86.7386353099256,LLM B-LLM C
LLM B,LLM C,Autograder,1,-96.73882466015678,LLM B-LLM C
LLM B,LLM C,Autograder,0,-106.62055427019516,LLM B-LLM C
LLM B,LLM C,Autograder,0,-94.64163936819692,LLM B-LLM C
LLM B,LLM C,Autograder,1,-16.739510524321418,LLM B-LLM C
LLM B,LLM C,Autograder,0,12.499478678153821,LLM B-LLM C
LLM B,LLM C,Autograder,1,-38.190807974201334,LLM B-LLM C
LLM B,LLM C,Autograder,0,-72.68247788153134,LLM B-LLM C
LLM B,LLM C,Autograder,1,-33.372326195535045,LLM B-LLM C
LLM B,LLM C,Autograder,0,-84.83668097502492,LLM B-LLM C
LLM B,LLM C,Autograder,0,-88.48169928790338,LLM B-LLM C
LLM B,LLM C,Autograder,0,-63.05149800157622,LLM B-LLM C
LLM B,LLM C,Autograder,0,-27.446827714914118,LLM B-LLM C
LLM B,LLM C,Autograder,0,-93.41542606478032,LLM B-LLM C
LLM B,LLM C,Autograder,0,-94.85307956209198,LLM B-LLM C
LLM B,LLM C,Autograder,0,-41.699265111758635,LLM B-LLM C
LLM B,LLM C,Autograder,1,-7.712292848986991,LLM B-LLM C
LLM B,LLM C,Autograder,0,-57.29029886126555,LLM B-LLM C
LLM B,LLM C,Autograder,0,-56.85893940974139,LLM B-LLM C
LLM B,LLM C,Autograder,0,-67.70190370734298,LLM B-LLM C
LLM B,LLM C,Autograder,1,-67.79323220711899,LLM B-LLM C
LLM B,LLM C,Autograder,0,-96.6440650068046,LLM B-LLM C
LLM B,LLM C,Autograder,0,-101.06369696584395,LLM B-LLM C
LLM B,LLM C,Autograder,0,-59.09237857176958,LLM B-LLM C
LLM B,LLM C,Autograder,0,-91.97051248871307,LLM B-LLM C
LLM B,LLM C,Autograder,0,-78.48256377468206,LLM B-LLM C
